id,domain,phylum,class,order,family,genus
genome_001869,Domain_01,Phylum_03,Class_009,Order_029,Family_0116,Genus_0233
genome_001870,Domain_01,Phylum_03,Class_009,Order_029,Family_0116,Genus_0233
genome_001871,Domain_01,Phylum_03,Class_009,Order_029,Family_0116,Genus_0233
genome_001872,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001873,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001874,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001875,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001876,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001877,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001878,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001879,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0234
genome_001880,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001881,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001882,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001883,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001884,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001885,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001886,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001887,Domain_01,Phylum_03,Class_009,Order_029,Family_0117,Genus_0235
genome_001888,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001889,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001890,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001891,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001892,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001893,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001894,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001895,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0236
genome_001896,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001897,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001898,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001899,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001900,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001901,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001902,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001903,Domain_01,Phylum_03,Class_009,Order_029,Family_0118,Genus_0237
genome_001904,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001905,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001906,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001907,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001908,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001909,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001910,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001911,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0238
genome_001912,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001913,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001914,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001915,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001916,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001917,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001918,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001919,Domain_01,Phylum_03,Class_009,Order_029,Family_0119,Genus_0239
genome_001920,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001921,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001922,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001923,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001924,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001925,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001926,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001927,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0240
genome_001928,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001929,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001930,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001931,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001932,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001933,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001934,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001935,Domain_01,Phylum_03,Class_010,Order_030,Family_0120,Genus_0241
genome_001936,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001937,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001938,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001939,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001940,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001941,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001942,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001943,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0242
genome_001944,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001945,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001946,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001947,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001948,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001949,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001950,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001951,Domain_01,Phylum_03,Class_010,Order_030,Family_0121,Genus_0243
genome_001952,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001953,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001954,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001955,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001956,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001957,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001958,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001959,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0244
genome_001960,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001961,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001962,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001963,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001964,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001965,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001966,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001967,Domain_01,Phylum_03,Class_010,Order_030,Family_0122,Genus_0245
genome_001968,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001969,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001970,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001971,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001972,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001973,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001974,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001975,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0246
genome_001976,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001977,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001978,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001979,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001980,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001981,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001982,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001983,Domain_01,Phylum_03,Class_010,Order_030,Family_0123,Genus_0247
genome_001984,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001985,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001986,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001987,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001988,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001989,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001990,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001991,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0248
genome_001992,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_001993,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_001994,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_001995,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_001996,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_001997,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_001998,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_001999,Domain_01,Phylum_03,Class_010,Order_031,Family_0124,Genus_0249
genome_002000,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002001,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002002,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002003,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002004,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002005,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002006,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002007,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0250
genome_002008,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002009,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002010,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002011,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002012,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002013,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002014,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002015,Domain_01,Phylum_03,Class_010,Order_031,Family_0125,Genus_0251
genome_002016,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002017,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002018,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002019,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002020,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002021,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002022,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002023,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0252
genome_002024,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002025,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002026,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002027,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002028,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002029,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002030,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002031,Domain_01,Phylum_03,Class_010,Order_031,Family_0126,Genus_0253
genome_002032,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002033,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002034,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002035,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002036,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002037,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002038,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002039,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0254
genome_002040,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002041,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002042,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002043,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002044,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002045,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002046,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002047,Domain_01,Phylum_03,Class_010,Order_031,Family_0127,Genus_0255
genome_002048,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002049,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002050,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002051,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002052,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002053,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002054,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002055,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0256
genome_002056,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002057,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002058,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002059,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002060,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002061,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002062,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002063,Domain_01,Phylum_03,Class_010,Order_032,Family_0128,Genus_0257
genome_002064,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002065,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002066,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002067,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002068,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002069,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002070,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002071,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0258
genome_002072,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002073,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002074,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002075,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002076,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002077,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002078,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002079,Domain_01,Phylum_03,Class_010,Order_032,Family_0129,Genus_0259
genome_002080,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002081,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002082,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002083,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002084,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002085,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002086,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002087,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0260
genome_002088,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002089,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002090,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002091,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002092,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002093,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002094,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002095,Domain_01,Phylum_03,Class_010,Order_032,Family_0130,Genus_0261
genome_002096,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002097,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002098,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002099,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002100,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002101,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002102,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002103,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0262
genome_002104,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002105,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002106,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002107,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002108,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002109,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002110,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002111,Domain_01,Phylum_03,Class_010,Order_032,Family_0131,Genus_0263
genome_002112,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002113,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002114,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002115,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002116,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002117,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002118,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002119,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0264
genome_002120,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002121,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002122,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002123,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002124,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002125,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002126,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002127,Domain_01,Phylum_03,Class_011,Order_033,Family_0132,Genus_0265
genome_002128,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002129,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002130,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002131,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002132,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002133,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002134,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002135,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0266
genome_002136,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002137,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002138,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002139,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002140,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002141,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002142,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002143,Domain_01,Phylum_03,Class_011,Order_033,Family_0133,Genus_0267
genome_002144,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002145,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002146,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002147,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002148,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002149,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002150,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002151,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0268
genome_002152,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002153,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002154,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002155,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002156,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002157,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002158,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002159,Domain_01,Phylum_03,Class_011,Order_033,Family_0134,Genus_0269
genome_002160,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002161,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002162,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002163,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002164,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002165,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002166,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002167,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0270
genome_002168,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002169,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002170,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002171,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002172,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002173,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002174,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002175,Domain_01,Phylum_03,Class_011,Order_033,Family_0135,Genus_0271
genome_002176,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002177,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002178,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002179,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002180,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002181,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002182,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002183,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0272
genome_002184,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002185,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002186,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002187,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002188,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002189,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002190,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002191,Domain_01,Phylum_03,Class_011,Order_034,Family_0136,Genus_0273
genome_002192,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002193,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002194,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002195,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002196,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002197,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002198,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002199,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0274
genome_002200,Domain_01,Phylum_03,Class_011,Order_034,Family_0137,Genus_0275
