id,trait_000,trait_001,trait_002,trait_003,trait_004,trait_005,trait_006,trait_007,trait_008,trait_009,trait_010,trait_011,trait_012,trait_013,trait_014,trait_015,trait_016,trait_017,trait_018,trait_019
genome_002003,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002007,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
genome_002008,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
genome_002009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002010,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
genome_002011,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002012,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_002013,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
genome_002014,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
genome_002015,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
genome_002016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002017,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002019,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002021,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
genome_002022,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
genome_002023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_002024,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_002025,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
genome_002026,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
genome_002027,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
genome_002028,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
genome_002029,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
genome_002030,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002031,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
genome_002032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
genome_002033,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
genome_002034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
genome_002035,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
genome_002036,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002037,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002038,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_002039,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
genome_002040,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
genome_002041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_002042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
genome_002043,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
genome_002044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002045,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
genome_002046,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002048,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
genome_002049,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_002050,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
genome_002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002052,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
genome_002053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
genome_002054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
genome_002055,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002056,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
genome_002057,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
genome_002058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_002060,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_002061,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
genome_002062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_002063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
genome_002064,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
genome_002065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
genome_002066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002067,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
genome_002068,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_002069,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002070,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
genome_002071,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_002072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_002075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002076,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002077,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
genome_002078,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
genome_002079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
genome_002081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002082,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
genome_002083,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_002084,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
genome_002085,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_002086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_002089,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002090,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
genome_002091,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_002092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_002093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002095,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_002096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
genome_002097,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
genome_002098,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
genome_002099,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
genome_002100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002101,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002103,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_002104,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
genome_002105,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
genome_002106,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
genome_002107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002109,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
genome_002110,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
genome_002111,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
genome_002112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_002113,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
genome_002114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_002116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_002117,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002118,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
genome_002119,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
genome_002120,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
genome_002121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002122,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
genome_002123,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
genome_002126,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
genome_002127,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
genome_002128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002129,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002130,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_002131,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_002132,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
genome_002133,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
genome_002135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002136,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002137,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
genome_002138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002139,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
genome_002140,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002141,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
genome_002142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002144,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
genome_002145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
genome_002147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
genome_002148,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
genome_002149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
genome_002150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002154,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
genome_002155,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
genome_002156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
genome_002157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002159,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
genome_002160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
genome_002161,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
genome_002162,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
genome_002163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002165,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
genome_002166,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
genome_002167,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
genome_002168,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
genome_002169,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
genome_002170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
genome_002171,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_002172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
genome_002175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
genome_002176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
genome_002177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
genome_002178,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
genome_002179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_002180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_002181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
genome_002182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
genome_002183,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
genome_002184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_002185,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
genome_002186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
genome_002187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
genome_002189,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
genome_002190,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
genome_002191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_002194,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
genome_002195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_002196,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
genome_002197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
genome_002198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_002200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
genome_002202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_002203,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
genome_002204,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
genome_002208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_002209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002211,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
genome_002212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002213,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
genome_002214,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_002215,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002216,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_002217,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
genome_002218,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_002219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002220,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
genome_002221,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_002222,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
genome_002223,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
genome_002224,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002225,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
genome_002226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_002227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002228,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
genome_002229,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_002230,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
genome_002231,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
genome_002232,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
genome_002233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
genome_002237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002238,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
genome_002239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002241,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
genome_002242,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
genome_002244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
genome_002246,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
genome_002247,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
genome_002248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002249,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002251,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
genome_002252,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
genome_002253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
genome_002254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
genome_002257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_002259,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
genome_002260,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0
genome_002261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_002262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_002263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002265,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
genome_002266,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
genome_002267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_002268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002270,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
genome_002271,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
genome_002272,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
genome_002273,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
genome_002274,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
genome_002275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002278,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
genome_002279,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_002280,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
genome_002281,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0
genome_002282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
genome_002284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002285,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
genome_002286,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_002287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
genome_002288,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
genome_002289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002290,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_002291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002292,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_002293,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
genome_002294,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
genome_002295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002297,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
genome_002298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
genome_002300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_002301,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
genome_002302,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
genome_002303,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
genome_002304,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
